code,name,source_org,topics,years_available
SP.POP.DPND,Age dependency ratio (% of working-age population),"World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health ,1960-2024
SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health ,1960-2024
SP.POP.DPND.YG,"Age dependency ratio, young (% of working-age population)","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health ,1960-2024
SP.POP.GROW,Population growth (annual %),"World Population Prospects, United Nations (UN), note: Derived from total population, publisher: UN Population Division;
Statistical databases and publications from national statistical offices, National statistical offices, note: Derived from total population;
Demographic Statistics, Eurostat (ESTAT), note: Derived from total population;
Population and Vital Statistics Report (various years), United Nations (UN), note: Derived from total population, publisher: UN Statistical Division","Climate Change, Health ",1961-2024
SP.POP.SCIE.RD.P6,Researchers in R&D (per million people),"Stat Bulk Data Download Service, UN Educational, Scientific and Cultural Organization (UNESCO), uri: https://databrowser.uis.unesco.org/resources/bulk, publisher: UNESCO Institute for Statistics (UIS), date accessed: 2025-03-26, date published: 2025-02",Science & Technology ,1996-2014
SP.POP.TECH.RD.P6,Technicians in R&D (per million people),"UNESCO Institute of Statistics (UIS), UN Educational, Scientific and Cultural Organization (UNESCO), uri: http://uis.unesco.org, note: Data as of March 2021, publisher: UNESCO Institute of Statistics (UIS)",Science & Technology ,2006-2014
SP.POP.TOTL,"Population, total","World Population Prospects, United Nations (UN), uri: https://population.un.org/wpp/, publisher: UN Population Division;
Statistical databases and publications from national statistical offices, National Statistical Offices, uri: https://unstats.un.org/home/nso_sites/, publisher: National Statistical Offices;
Eurostat: Demographic Statistics, Eurostat (ESTAT), uri: https://ec.europa.eu/eurostat/data/database?node_code=earn_ses_monthly, publisher: Eurostat;
Population and Vital Statistics Report (various years), United Nations (UN), uri: https://unstats.un.org, publisher: UN Statistics Division","Climate Change, Health ",1960-2024
SP.POP.TOTL.FE.IN,"Population, female","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health ,1960-2024
SP.POP.TOTL.FE.ZS,"Population, female (% of total population)","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2022 Revision",Health ,1960-2024
SP.POP.TOTL.MA.IN,"Population, male","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health ,1960-2024
SP.POP.TOTL.MA.ZS,"Population, male (% of total population)","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2022 Revision",Health ,1960-2024
SP.REG.BRTH.RU.ZS,"Completeness of birth registration, rural (%)","Household surveys, UN Children's Fund (UNICEF), note: Household surveys such as Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by UNICEF.",Health ,2004-2015
SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)","Household surveys, UN Children's Fund (UNICEF), note: Household surveys such as Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by UNICEF.",Health ,2004-2015
SP.REG.BRTH.ZS,Completeness of birth registration (%),"Household surveys, UN Children's Fund (UNICEF), note: Household surveys such as Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by UNICEF.",Health ,2004-2020
SP.REG.DTHS.ZS,Completeness of death registration with cause-of-death information (%),"Global Health Observatory Data Repository/World Health Statistics, World Health Organization (WHO), uri: http://apps.who.int/gho/data/node.main.1?lang=en",Health ,1992-2016
SP.RUR.TOTL,Rural population,"World Urbanization Prospects, United Nations (UN), uri: https://population.un.org/wup/, note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions, publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions",Agriculture & Rural Development  ,1960-2024
SP.RUR.TOTL.ZG,Rural population growth (annual %),"World Urbanization Prospects, United Nations (UN), uri: https://population.un.org/wup/, note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions, publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions",Agriculture & Rural Development  ,1961-2024
SP.RUR.TOTL.ZS,Rural population (% of total population),"World Urbanization Prospects, United Nations (UN), uri: https://population.un.org/wup/, note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions, publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions",Agriculture & Rural Development  ,1960-2024
SP.URB.GROW,Urban population growth (annual %),"World Urbanization Prospects, United Nations (UN), uri: https://population.un.org/wup/, note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions, publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions","Climate Change, Urban Development ",1961-2024
SP.URB.TOTL,Urban population,"World Urbanization Prospects, United Nations (UN), uri: https://population.un.org/wup/, note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions, publisher: UN Population Division;
Staff estimates, World Bank (WB), note: World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects, National definitions","Climate Change, Urban Development ",1960-2024
SP.URB.TOTL.IN.ZS,Urban population (% of total population),"World Urbanization Prospects, United Nations (UN), uri: https://population.un.org/wup/, note: United Nations Population Division's World Urbanization Prospects, National definitions, publisher: UN Population Division","Climate Change, Urban Development ",1960-2024
SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),"Household surveys, United Nations (UN), note: Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division., publisher: UN Population Division",Health ,1987-2018
ST.INT.ARVL,"International tourism, number of arrivals","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2019
ST.INT.DPRT,"International tourism, number of departures","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2019
ST.INT.RCPT.CD,"International tourism, receipts (current US$)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2020
ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism;
IMF exports estimates, International Monetary Fund (IMF);
World Bank exports estimates, World Bank (WB)","Private Sector, Trade",1995-2020
ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2020
ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2020
ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2020
ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2020
ST.INT.XPND.CD,"International tourism, expenditures (current US$)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism","Private Sector, Trade",1995-2020
ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)","Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, UN Tourism;
IMF imports estimates, International Monetary Fund (IMF);
World Bank imports estimates, World Bank (WB)","Private Sector, Trade",1995-2020
TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP),"World Trade Organization (WTO);
World Bank GDP estimates, World Bank (WB);
World Development Indicators, World Bank (WB)","Private Sector, Trade",1960-2024
TM.QTY.MRCH.XD.WD,Import volume index (2015 = 100),UN Conference on Trade and Development (UNCTAD),"Private Sector, Trade",1980-2023
TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)","Staff estimates, World Bank (WB);
World Integrated Trade Solution system (WITS), World Bank (WB);
World Trade Organization (WTO)","Private Sector, Trade",1996-2022
TM.TAX.MANF.BR.ZS,"Bound rate, simple mean, manufactured products (%)","Staff estimates, World Bank (WB);
World Integrated Trade Solution system (WITS), World Bank (WB);
World Trade Organization (WTO)","Private Sector, Trade",1996-2022
